TimeUS,u_x,u_y,u_z
466784199,0.006795,0.005232,0.000213
466804242,0.006873,0.005196,0.000159
466824215,0.006872,0.005150,0.000137
466844233,0.006886,0.005093,0.000150
466864428,0.006886,0.005093,0.000150
466884207,0.006739,0.004964,0.000112
466904275,0.006731,0.004859,0.000169
466924202,0.006740,0.004842,0.000145
466944204,0.006785,0.004756,0.000225
466964200,0.006822,0.004728,0.000212
466984201,0.006881,0.004717,0.000200
466984212,0.006881,0.004717,0.000200
467004469,0.006978,0.004701,0.000209
467024258,0.006999,0.004704,0.000155
467044228,0.007030,0.004682,0.000138
467064217,0.007055,0.004649,0.000126
467084190,0.007044,0.004575,0.000162
467104257,0.007046,0.004512,0.000187
467124232,0.007055,0.004487,0.000169
467144227,0.007096,0.004441,0.000189
467164214,0.007081,0.004400,0.000178
467184216,0.007099,0.004341,0.000215
467184232,0.007099,0.004341,0.000215
467204287,0.007206,0.004334,0.000214
467224235,0.007254,0.004275,0.000263
467244270,0.007309,0.004266,0.000235
467264219,0.007372,0.004245,0.000222
467284211,0.007379,0.004193,0.000227
467304258,0.007415,0.004146,0.000251
467324214,0.007442,0.004136,0.000214
467344211,0.007423,0.004080,0.000224
467364202,0.007424,0.004038,0.000227
467384212,0.007464,0.004001,0.000234
467384226,0.007464,0.004001,0.000234
467404334,0.007513,0.003960,0.000233
467424211,0.007574,0.003934,0.000221
467444214,0.007658,0.003902,0.000228
467464201,0.007679,0.003887,0.000196
467484214,0.007718,0.003870,0.000166
467504309,0.007718,0.003870,0.000166
467524214,0.007835,0.003787,0.000203
467544223,0.007909,0.003760,0.000207
467564212,0.007961,0.003720,0.000210
467584203,0.007953,0.003717,0.000151
467584219,0.007953,0.003717,0.000151
467604214,0.007995,0.003693,0.000151
467624199,0.008036,0.003651,0.000169
467644202,0.008096,0.003603,0.000182
467664193,0.008089,0.003558,0.000177
467684200,0.008093,0.003513,0.000173
467704250,0.008093,0.003513,0.000173
467724223,0.008158,0.003416,0.000194
467744214,0.008214,0.003328,0.000278
467764210,0.008266,0.003353,0.000186
467784216,0.008343,0.003309,0.000210
467784242,0.008343,0.003309,0.000210
467804240,0.008340,0.003221,0.000263
467824372,0.008350,0.003196,0.000235
467844290,0.008390,0.003127,0.000265
467864213,0.008390,0.003127,0.000265
467884240,0.008403,0.002900,0.000443
467904237,0.008442,0.002802,0.000505
467924215,0.008460,0.002753,0.000500
467944209,0.008484,0.002818,0.000330
467964201,0.008543,0.002734,0.000399
467984208,0.008585,0.002756,0.000299
467984222,0.008585,0.002756,0.000299
468004214,0.008635,0.002808,0.000141
468024230,0.008635,0.002808,0.000141
468044244,0.008654,0.002654,0.000197
468064203,0.008693,0.002616,0.000182
468084209,0.008655,0.002571,0.000167
468104233,0.008635,0.002544,0.000132
468124210,0.008649,0.002471,0.000169
468144218,0.008593,0.002467,0.000074
468164239,0.008567,0.002408,0.000079
468184204,0.008569,0.002373,0.000043
468184218,0.008569,0.002373,0.000043
468204236,0.008569,0.002373,0.000043
468224202,0.008620,0.002222,0.000120
468244202,0.008651,0.002219,0.000043
468264212,0.008651,0.002219,0.000043
468284195,0.008712,0.002112,0.000054
468304234,0.008721,0.002091,0.000001
468324200,0.008745,0.002050,-0.000034
468344241,0.008769,0.002008,-0.000059
468364221,0.008738,0.001958,-0.000069
468384215,0.008797,0.001902,-0.000070
468384233,0.008797,0.001902,-0.000070
468404387,0.008797,0.001902,-0.000070
468424230,0.008874,0.001790,-0.000079
468444235,0.008874,0.001790,-0.000079
468464214,0.008910,0.001707,-0.000115
468484211,0.008967,0.001626,-0.000079
468504294,0.009019,0.001540,-0.000030
468524215,0.009019,0.001540,-0.000030
468544225,0.008975,0.001508,-0.000049
468564200,0.008911,0.001415,-0.000066
468584206,0.008869,0.001330,-0.000011
468584223,0.008869,0.001330,-0.000011
468604249,0.008844,0.001229,0.000047
468624209,0.008773,0.001210,-0.000005
468644209,0.008745,0.001148,-0.000005
468664208,0.008724,0.001118,-0.000042
468684212,0.008741,0.001065,-0.000061
468704235,0.008741,0.001065,-0.000061
468724216,0.008674,0.000902,0.000022
468744210,0.008674,0.000902,0.000022
468764199,0.008694,0.000850,-0.000071
468784204,0.008720,0.000732,0.000024
468784217,0.008720,0.000732,0.000024
468804268,0.008720,0.000732,0.000024
468824245,0.008717,0.000740,-0.000074
468844199,0.008731,0.000569,0.000005
468864235,0.008770,0.000536,-0.000042
468884195,0.008826,0.000507,-0.000086
468904213,0.008903,0.000448,-0.000081
468924200,0.008962,0.000395,-0.000094
468944197,0.009021,0.000325,-0.000067
468964206,0.009106,0.000289,-0.000112
468984200,0.009185,0.000196,-0.000083
468984212,0.009185,0.000196,-0.000083
469004285,0.009185,0.000196,-0.000083
469024258,0.009274,0.000050,-0.000062
469044257,0.009274,0.000050,-0.000062
469064227,0.009256,0.000030,-0.000163
469084200,0.009199,0.000010,-0.000184
469104232,0.009199,0.000010,-0.000184
469124230,0.009023,-0.000157,-0.000048
469144219,0.008950,-0.000240,0.000014
469165479,0.008919,-0.000260,-0.000023
469184250,0.008919,-0.000260,-0.000023
469184272,0.008919,-0.000260,-0.000023
469204224,0.008917,-0.000295,-0.000116
469224245,0.008848,-0.000321,-0.000125
469244204,0.008827,-0.000357,-0.000138
469264201,0.008810,-0.000373,-0.000175
469284211,0.008832,-0.000385,-0.000230
469304236,0.008821,-0.000500,-0.000147
469324221,0.008744,-0.000605,-0.000051
469344420,0.008706,-0.000722,0.000059
469364198,0.008704,-0.000761,0.000047
469384201,0.008725,-0.000758,-0.000027
469384214,0.008725,-0.000758,-0.000027
469404207,0.008749,-0.000802,-0.000042
469424451,0.008771,-0.000908,0.000036
469444213,0.008814,-0.000959,0.000016
469464207,0.008872,-0.000979,-0.000030
469484206,0.008935,-0.001041,-0.000015
469504247,0.008961,-0.001104,-0.000004
469524187,0.008908,-0.001143,0.000001
469544211,0.008873,-0.001186,0.000004
469564223,0.008867,-0.001187,-0.000049
469584213,0.008807,-0.001203,-0.000058
469584229,0.008807,-0.001203,-0.000058
469604328,0.008807,-0.001203,-0.000058
469624213,0.008756,-0.001243,-0.000115
469644236,0.008756,-0.001243,-0.000115
469664246,0.008647,-0.001250,-0.000178
469684225,0.008629,-0.001278,-0.000199
469704321,0.008629,-0.001278,-0.000199
469724208,0.008627,-0.001428,-0.000125
469744207,0.008605,-0.001418,-0.000191
469764219,0.008599,-0.001450,-0.000227
469784223,0.008603,-0.001500,-0.000237
469784240,0.008603,-0.001500,-0.000237
469804242,0.008604,-0.001561,-0.000229
469824220,0.008548,-0.001594,-0.000211
469844217,0.008539,-0.001654,-0.000202
469864203,0.008520,-0.001701,-0.000182
469884214,0.008457,-0.001738,-0.000161
469904209,0.008431,-0.001774,-0.000169
469924226,0.008437,-0.001804,-0.000211
469944215,0.008428,-0.001892,-0.000167
469964207,0.008429,-0.002005,-0.000097
469984217,0.008469,-0.002078,-0.000107
469984235,0.008469,-0.002078,-0.000107
470004213,0.008535,-0.002117,-0.000187
470024252,0.008535,-0.002117,-0.000187
470044216,0.008519,-0.002211,-0.000206
470064239,0.008491,-0.002253,-0.000221
470084196,0.008411,-0.002271,-0.000228
470104215,0.008349,-0.002323,-0.000191
470124199,0.008310,-0.002387,-0.000152
470144205,0.008294,-0.002460,-0.000127
470164216,0.008256,-0.002467,-0.000147
470184207,0.008256,-0.002467,-0.000147
470184222,0.008256,-0.002467,-0.000147
470204513,0.008257,-0.002563,-0.000154
470224241,0.008269,-0.002602,-0.000180
470244225,0.008265,-0.002661,-0.000166
470264204,0.008264,-0.002755,-0.000108
470284227,0.008237,-0.002793,-0.000096
470304253,0.008226,-0.002837,-0.000084
470324231,0.008223,-0.002863,-0.000089
470344222,0.008160,-0.002885,-0.000065
470364218,0.008150,-0.002896,-0.000077
470384372,0.008146,-0.002945,-0.000061
470384392,0.008146,-0.002945,-0.000061
470404221,0.008146,-0.003005,-0.000038
470424227,0.008171,-0.003037,-0.000065
470444214,0.008198,-0.003122,-0.000048
470464175,0.008165,-0.003170,-0.000018
470484202,0.008145,-0.003215,0.000005
470504221,0.008140,-0.003262,0.000004
470524236,0.008143,-0.003323,0.000023
470544230,0.008076,-0.003366,0.000092
470564202,0.008035,-0.003385,0.000105
470584203,0.007948,-0.003415,0.000156
470584217,0.007948,-0.003415,0.000156
470604229,0.007897,-0.003447,0.000190
470624228,0.007891,-0.003468,0.000168
470644195,0.007852,-0.003538,0.000222
470664205,0.007847,-0.003584,0.000217
470684211,0.007847,-0.003584,0.000217
470704215,0.007828,-0.003625,0.000166
470724212,0.007817,-0.003664,0.000162
470744203,0.007810,-0.003740,0.000188
470764211,0.007794,-0.003806,0.000208
470784213,0.007835,-0.003862,0.000170
470784230,0.007835,-0.003862,0.000170
470804240,0.007852,-0.003913,0.000146
470824274,0.007740,-0.003929,0.000199
470844229,0.007740,-0.003929,0.000199
470864202,0.007681,-0.003945,0.000151
470884215,0.007681,-0.004051,0.000201
470904232,0.007647,-0.004084,0.000206
470924219,0.007651,-0.004104,0.000156
470944224,0.007661,-0.004159,0.000144
470964227,0.007650,-0.004235,0.000162
470984287,0.007643,-0.004321,0.000176
470984311,0.007643,-0.004321,0.000176
471004252,0.007643,-0.004321,0.000176
471024216,0.007695,-0.004449,0.000125
471044216,0.007662,-0.004481,0.000111
471064200,0.007642,-0.004530,0.000108
471084334,0.007590,-0.004534,0.000099
471104262,0.007590,-0.004534,0.000099
471124214,0.007484,-0.004546,0.000052
471144209,0.007427,-0.004573,0.000056
471164209,0.007388,-0.004599,0.000029
471184203,0.007359,-0.004633,0.000011
471184217,0.007359,-0.004633,0.000011
471204315,0.007359,-0.004633,0.000011
471224224,0.007231,-0.004679,0.000018
471244197,0.007193,-0.004724,0.000006
471264202,0.007156,-0.004793,0.000034
471284203,0.007120,-0.004811,0.000019
471304287,0.007120,-0.004811,0.000019
471324209,0.007062,-0.004889,-0.000041
471344213,0.007046,-0.004967,-0.000034
471364193,0.006968,-0.005001,0.000001
471384202,0.006949,-0.005045,-0.000028
471384213,0.006949,-0.005045,-0.000028
471404196,0.006979,-0.005158,-0.000037
471424207,0.006893,-0.005266,0.000070
471444420,0.006826,-0.005354,0.000143
471464202,0.006875,-0.005373,0.000016
471484228,0.006875,-0.005373,0.000016
471504238,0.006849,-0.005555,0.000039
471524350,0.006873,-0.005632,-0.000003
471544245,0.006880,-0.005711,-0.000029
471564231,0.006880,-0.005711,-0.000029
471584216,0.006842,-0.005778,-0.000088
471584236,0.006842,-0.005778,-0.000088
471604224,0.006827,-0.005824,-0.000120
471624235,0.006768,-0.005821,-0.000145
471644215,0.006768,-0.005821,-0.000145
471664208,0.006714,-0.005897,-0.000175
471684220,0.006630,-0.005926,-0.000138
471704229,0.006581,-0.005937,-0.000147
471724211,0.006529,-0.005974,-0.000130
471744211,0.006483,-0.006029,-0.000113
471764208,0.006454,-0.006086,-0.000117
471784227,0.006388,-0.006066,-0.000119
471784245,0.006388,-0.006066,-0.000119
471804208,0.006331,-0.006090,-0.000115
471824237,0.006331,-0.006090,-0.000115
471844218,0.006213,-0.006072,-0.000134
471864201,0.006162,-0.006104,-0.000126
471884197,0.006143,-0.006141,-0.000153
471904199,0.006122,-0.006209,-0.000141
471924208,0.006117,-0.006295,-0.000143
471944207,0.006124,-0.006362,-0.000169
471964211,0.006106,-0.006442,-0.000170
471984202,0.006122,-0.006534,-0.000194
471984215,0.006122,-0.006534,-0.000194
472004202,0.006089,-0.006659,-0.000135
472024201,0.006058,-0.006703,-0.000138
472044221,0.006021,-0.006744,-0.000141
472064212,0.005968,-0.006785,-0.000116
472084206,0.005920,-0.006766,-0.000149
472104218,0.005920,-0.006766,-0.000149
472124231,0.005901,-0.006767,-0.000277
472144277,0.005800,-0.006829,-0.000176
472164193,0.005757,-0.006895,-0.000147
472184203,0.005767,-0.006951,-0.000200
472184214,0.005767,-0.006951,-0.000200
472204232,0.005729,-0.007024,-0.000171
472224262,0.005608,-0.007048,-0.000069
472244217,0.005611,-0.007049,-0.000145
472264228,0.005608,-0.007076,-0.000189
472284208,0.005549,-0.007064,-0.000189
472304210,0.005508,-0.007059,-0.000208
472324253,0.005418,-0.007098,-0.000126
472344201,0.005336,-0.007053,-0.000115
472364231,0.005259,-0.006970,-0.000139
472384215,0.005216,-0.006845,-0.000227
472384232,0.005216,-0.006845,-0.000227
472404217,0.005103,-0.006806,-0.000152
472424222,0.004975,-0.006814,-0.000042
472444208,0.004961,-0.006813,-0.000096
472464201,0.004959,-0.006820,-0.000150
472484200,0.004931,-0.006878,-0.000147
472504201,0.004826,-0.006883,-0.000043
472524208,0.004780,-0.006885,-0.000039
472544206,0.004731,-0.006893,-0.000036
472564202,0.004675,-0.006882,-0.000028
472584222,0.004624,-0.006884,-0.000022
472584243,0.004624,-0.006884,-0.000022
472604239,0.004591,-0.006828,-0.000054
472624246,0.004574,-0.006810,-0.000108
472644230,0.004516,-0.006828,-0.000074
472664214,0.004462,-0.006880,-0.000032
472684209,0.004476,-0.006929,-0.000091
472704226,0.004433,-0.007021,-0.000058
472724222,0.004433,-0.007021,-0.000058
472744204,0.004369,-0.007079,-0.000081
472764290,0.004374,-0.007125,-0.000124
472784215,0.004374,-0.007125,-0.000124
472784233,0.004374,-0.007125,-0.000124
472804242,0.004327,-0.007292,-0.000112
472824221,0.004327,-0.007292,-0.000112
472844206,0.004262,-0.007362,-0.000129
472864237,0.004186,-0.007453,-0.000063
472884218,0.004169,-0.007540,-0.000073
472904241,0.004169,-0.007540,-0.000073
472924216,0.004195,-0.007619,-0.000142
472944201,0.004106,-0.007842,-0.000079
472964202,0.004094,-0.007869,-0.000128
472984203,0.004036,-0.007918,-0.000097
472984215,0.004036,-0.007918,-0.000097
473004243,0.003976,-0.007981,-0.000055
473024213,0.003942,-0.008052,-0.000058
473044213,0.003904,-0.008125,-0.000062
473064226,0.003893,-0.008106,-0.000113
473084209,0.003876,-0.008109,-0.000146
473104229,0.003824,-0.008157,-0.000124
473124271,0.003759,-0.008133,-0.000110
473144194,0.003688,-0.008119,-0.000072
473164192,0.003643,-0.008125,-0.000073
473184211,0.003585,-0.008172,-0.000050
473184226,0.003585,-0.008172,-0.000050
473204227,0.003577,-0.008217,-0.000086
473224483,0.003555,-0.008255,-0.000111
473244216,0.003480,-0.008300,-0.000051
473264209,0.003454,-0.008353,-0.000061
473284240,0.003419,-0.008322,-0.000073
473304255,0.003381,-0.008316,-0.000065
473324212,0.003315,-0.008341,-0.000011
473344341,0.003184,-0.008305,0.000110
473364242,0.003181,-0.008292,0.000054
473384203,0.003066,-0.008377,0.000171
473384219,0.003066,-0.008377,0.000171
473404227,0.002980,-0.008382,0.000238
473424203,0.002999,-0.008384,0.000159
473444346,0.003004,-0.008406,0.000110
473464213,0.003004,-0.008406,0.000110
473484212,0.002997,-0.008527,0.000029
473504230,0.002962,-0.008566,0.000039
473524244,0.002886,-0.008566,0.000083
473544235,0.002837,-0.008585,0.000116
473564208,0.002810,-0.008523,0.000099
473584235,0.002808,-0.008492,0.000043
473584252,0.002808,-0.008492,0.000043
473604240,0.002671,-0.008490,0.000178
473624256,0.002671,-0.008490,0.000178
473644207,0.002704,-0.008541,0.000008
473664231,0.002704,-0.008541,0.000008
473684194,0.002473,-0.008563,0.000188
473704200,0.002510,-0.008562,0.000089
473724207,0.002510,-0.008562,0.000089
473744200,0.002393,-0.008610,0.000146
473764227,0.002320,-0.008638,0.000196
473784197,0.002356,-0.008618,0.000057
473784206,0.002356,-0.008618,0.000057
473804912,0.002366,-0.008612,-0.000037
473824269,0.002366,-0.008612,-0.000037
473844218,0.002292,-0.008609,-0.000065
473864206,0.002226,-0.008637,-0.000056
473884249,0.002174,-0.008688,-0.000059
473904294,0.002174,-0.008688,-0.000059
473924227,0.002033,-0.008700,-0.000018
473944228,0.001982,-0.008715,-0.000024
473964207,0.001876,-0.008760,0.000040
473984211,0.001867,-0.008828,-0.000022
473984227,0.001867,-0.008828,-0.000022
474004550,0.001812,-0.008877,-0.000021
474024278,0.001714,-0.008866,0.000035
474044208,0.001632,-0.008876,0.000075
474064221,0.001612,-0.008888,-0.000000
474084215,0.001606,-0.008855,-0.000065
474104221,0.001500,-0.008833,0.000021
474124242,0.001529,-0.008850,-0.000105
474144215,0.001510,-0.008889,-0.000164
474164200,0.001510,-0.008889,-0.000164
474184200,0.001245,-0.008890,0.000032
474184212,0.001245,-0.008890,0.000032
474204220,0.001256,-0.008898,-0.000057
474224231,0.001144,-0.008911,0.000010
474244206,0.001074,-0.008940,0.000024
474264209,0.001056,-0.008991,-0.000041
474284200,0.001031,-0.008953,-0.000085
474304249,0.000965,-0.008950,-0.000072
474324225,0.000880,-0.008965,-0.000041
474344219,0.000819,-0.008981,-0.000029
474364226,0.000827,-0.009028,-0.000124
474384192,0.000726,-0.009076,-0.000076
474384202,0.000726,-0.009076,-0.000076
474404218,0.000605,-0.009116,0.000017
474424212,0.000502,-0.009144,0.000082
474444206,0.000468,-0.009113,0.000059
474464223,0.000433,-0.009169,0.000023
474484213,0.000340,-0.009156,0.000075
474504860,0.000332,-0.009168,0.000003
474524230,0.000301,-0.009175,-0.000027
474545267,0.000281,-0.009115,-0.000064
474564225,0.000234,-0.009066,-0.000085
474584232,0.000196,-0.009055,-0.000108
474584261,0.000196,-0.009055,-0.000108
474604235,0.000222,-0.008993,-0.000205
474624231,0.000187,-0.008943,-0.000216
474644210,0.000136,-0.008922,-0.000220
474664283,0.000098,-0.008923,-0.000252
474684169,0.000098,-0.008923,-0.000252
474704224,-0.000093,-0.008859,-0.000145
474724233,-0.000093,-0.008859,-0.000145
474744209,-0.000180,-0.008818,-0.000144
474764210,-0.000247,-0.008819,-0.000124
474784202,-0.000341,-0.008827,-0.000069
474784215,-0.000341,-0.008827,-0.000069
474804238,-0.000370,-0.008872,-0.000111
474824216,-0.000455,-0.008920,-0.000094
474844346,-0.000523,-0.008914,-0.000066
474864216,-0.000545,-0.008931,-0.000109
474884202,-0.000610,-0.008947,-0.000089
474904201,-0.000665,-0.008982,-0.000115
474924215,-0.000740,-0.009022,-0.000109
474944199,-0.000793,-0.009067,-0.000128
474964201,-0.000871,-0.009112,-0.000114
474984211,-0.000925,-0.009186,-0.000147
474984226,-0.000925,-0.009186,-0.000147
475004197,-0.001018,-0.009236,-0.000114
475024229,-0.001062,-0.009230,-0.000123
475044234,-0.001111,-0.009219,-0.000129
475064210,-0.001119,-0.009221,-0.000187
475084214,-0.001164,-0.009146,-0.000165
475104224,-0.001207,-0.009108,-0.000159
475124208,-0.001262,-0.009081,-0.000142
475144217,-0.001262,-0.009081,-0.000142
475164211,-0.001386,-0.008925,-0.000050
475184227,-0.001400,-0.008913,-0.000089
475184252,-0.001400,-0.008913,-0.000089
475204224,-0.001428,-0.008914,-0.000115
475224234,-0.001501,-0.008806,-0.000028
475244233,-0.001528,-0.008751,-0.000022
475264250,-0.001477,-0.008764,-0.000152
475284231,-0.001503,-0.008753,-0.000168
475304210,-0.001544,-0.008667,-0.000137
475324206,-0.001594,-0.008598,-0.000085
475344305,-0.001634,-0.008573,-0.000064
475364405,-0.001681,-0.008580,-0.000070
475384220,-0.001714,-0.008608,-0.000084
475384232,-0.001714,-0.008608,-0.000084
475404212,-0.001791,-0.008632,-0.000063
475424218,-0.001849,-0.008663,-0.000076
475444225,-0.001906,-0.008722,-0.000102
475464211,-0.002015,-0.008761,-0.000055
475484204,-0.002139,-0.008784,0.000028
475504213,-0.002230,-0.008804,0.000070
475524215,-0.002230,-0.008804,0.000070
475544210,-0.002364,-0.008732,0.000160
475564203,-0.002432,-0.008725,0.000193
475584196,-0.002425,-0.008685,0.000144
475584210,-0.002425,-0.008685,0.000144
475604197,-0.002566,-0.008612,0.000292
475624238,-0.002566,-0.008612,0.000292
475644194,-0.002712,-0.008525,0.000374
475664253,-0.002750,-0.008507,0.000360
475684210,-0.002656,-0.008568,0.000143
475704205,-0.002531,-0.008565,-0.000075
475724252,-0.002266,-0.008640,-0.000505
475744220,-0.002369,-0.008599,-0.000441
475764214,-0.002504,-0.008551,-0.000308
475784230,-0.002595,-0.008455,-0.000209
475784254,-0.002595,-0.008455,-0.000209
475804239,-0.002595,-0.008455,-0.000209
475824445,-0.002675,-0.008388,-0.000134
475844208,-0.002847,-0.008240,0.000041
475864232,-0.002944,-0.008152,0.000148
475884201,-0.002962,-0.008115,0.000134
475904203,-0.002843,-0.008177,-0.000108
475924211,-0.002888,-0.008165,-0.000110
475944257,-0.003097,-0.008104,0.000111
475964292,-0.003228,-0.008096,0.000206
475984216,-0.003306,-0.008132,0.000204
475984234,-0.003306,-0.008132,0.000204
476004201,-0.003390,-0.008142,0.000228
476024299,-0.003390,-0.008142,0.000228
476044213,-0.003486,-0.008096,0.000251
476064200,-0.003538,-0.008079,0.000250
476084209,-0.003521,-0.008038,0.000185
476104218,-0.003573,-0.007972,0.000232
476124206,-0.003636,-0.007943,0.000245
476144202,-0.003736,-0.007924,0.000295
476164200,-0.003788,-0.007909,0.000302
476184202,-0.004026,-0.007826,0.000524
476184216,-0.004026,-0.007826,0.000524
476204498,-0.004084,-0.007857,0.000471
476224242,-0.004142,-0.007841,0.000481
476244192,-0.004089,-0.007860,0.000317
476264216,-0.004089,-0.007860,0.000317
476284205,-0.004152,-0.007824,0.000243
476304219,-0.004155,-0.007760,0.000215
476324255,-0.004175,-0.007738,0.000151
476344522,-0.004175,-0.007738,0.000151
476364225,-0.004209,-0.007634,0.000111
476384217,-0.004259,-0.007616,0.000112
476384235,-0.004259,-0.007616,0.000112
476404221,-0.004259,-0.007616,0.000112
476424407,-0.004887,-0.007200,0.001138
476444218,-0.004963,-0.007198,0.001198
476464207,-0.004745,-0.007417,0.000688
476484214,-0.004397,-0.007685,0.000072
476504235,-0.004397,-0.007685,0.000072
476524234,-0.004038,-0.007940,-0.000672
476544216,-0.004204,-0.007857,-0.000575
476564217,-0.004346,-0.007787,-0.000491
476584214,-0.004458,-0.007677,-0.000396
476584231,-0.004458,-0.007677,-0.000396
476604214,-0.004512,-0.007641,-0.000407
476624309,-0.004512,-0.007641,-0.000407
476644210,-0.004694,-0.007479,-0.000268
476664224,-0.004717,-0.007457,-0.000317
476684219,-0.004834,-0.007361,-0.000201
476704210,-0.004890,-0.007358,-0.000225
476724223,-0.004962,-0.007355,-0.000232
476744214,-0.004973,-0.007325,-0.000262
476764203,-0.005051,-0.007240,-0.000168
476784204,-0.005051,-0.007240,-0.000168
476784219,-0.005051,-0.007240,-0.000168
476804210,-0.005089,-0.007155,-0.000199
476824242,-0.005162,-0.007057,-0.000087
476844209,-0.005219,-0.007043,-0.000084
476864206,-0.005258,-0.007025,-0.000111
476884199,-0.005331,-0.007015,-0.000094
476904215,-0.005271,-0.007292,-0.000412
476924212,-0.005359,-0.007297,-0.000387
476944224,-0.005359,-0.007297,-0.000387
476964236,-0.005476,-0.007191,-0.000300
476984208,-0.005592,-0.007007,-0.000099
476984220,-0.005592,-0.007007,-0.000099
477004248,-0.005592,-0.007007,-0.000099
477024260,-0.005729,-0.006777,0.000178
477044207,-0.006361,-0.005770,0.001667
477064234,-0.006425,-0.005721,0.001708
477084222,-0.006259,-0.005971,0.001226
477104226,-0.006259,-0.005971,0.001226
477124237,-0.006252,-0.006065,0.001002
477144219,-0.006308,-0.006027,0.001023
477164227,-0.006364,-0.005989,0.001045
477184308,-0.006364,-0.005989,0.001045
477184332,-0.006364,-0.005989,0.001045
477204202,-0.006476,-0.005913,0.001088
477224235,-0.006532,-0.005875,0.001109
477244217,-0.006532,-0.005875,0.001109
477264202,-0.006362,-0.005825,0.000937
477284238,-0.006255,-0.006047,0.000520
477304201,-0.006138,-0.006171,0.000214
477324209,-0.006089,-0.006234,0.000028
477344202,-0.006098,-0.006273,-0.000083
477364203,-0.006121,-0.006341,-0.000218
477384206,-0.006151,-0.006399,-0.000332
477384219,-0.006151,-0.006399,-0.000332
477404200,-0.006220,-0.006426,-0.000375
477424252,-0.006203,-0.006426,-0.000451
477444206,-0.006307,-0.006464,-0.000495
477464271,-0.006307,-0.006464,-0.000495
477484199,-0.006440,-0.006431,-0.000513
477504209,-0.006530,-0.006413,-0.000509
477524256,-0.006572,-0.006401,-0.000535
477544286,-0.006572,-0.006401,-0.000535
477564237,-0.006613,-0.006384,-0.000557
477584216,-0.006645,-0.006294,-0.000591
477584232,-0.006645,-0.006294,-0.000591
477604226,-0.006695,-0.006192,-0.000507
477624235,-0.006745,-0.006121,-0.000472
477644217,-0.006730,-0.006071,-0.000492
477664265,-0.006714,-0.006004,-0.000483
477684212,-0.006746,-0.005930,-0.000460
477704221,-0.006746,-0.005930,-0.000460
477724228,-0.006770,-0.005769,-0.000420
477744246,-0.006789,-0.005672,-0.000370
477764431,-0.006805,-0.005624,-0.000400
477784206,-0.006846,-0.005646,-0.000489
477784219,-0.006846,-0.005646,-0.000489
477804229,-0.006846,-0.005646,-0.000489
477824183,-0.006699,-0.006044,-0.001130
477844212,-0.006502,-0.006077,-0.001429
477864249,-0.006451,-0.005870,-0.001279
477884236,-0.006408,-0.005704,-0.001183
477904306,-0.006265,-0.005467,-0.001026
477924347,-0.006142,-0.005194,-0.000830
477944207,-0.006096,-0.004874,-0.000523
477964206,-0.006095,-0.004609,-0.000253
477984215,-0.006200,-0.004480,-0.000090
477984234,-0.006200,-0.004480,-0.000090
478004211,-0.006187,-0.004445,-0.000126
478024237,-0.006170,-0.004459,-0.000230
478044221,-0.006158,-0.004354,-0.000169
478064235,-0.006279,-0.004156,0.000078
478084228,-0.006385,-0.004048,0.000217
478104212,-0.006456,-0.004050,0.000205
478124229,-0.006558,-0.004026,0.000235
478144209,-0.006661,-0.004059,0.000179
478164211,-0.006715,-0.003998,0.000216
478184200,-0.006772,-0.004010,0.000166
478184217,-0.006772,-0.004010,0.000166
478204202,-0.006874,-0.003988,0.000181
478224213,-0.006985,-0.003978,0.000179
478244209,-0.007033,-0.003937,0.000190
478264216,-0.007183,-0.003917,0.000221
478284212,-0.007295,-0.003923,0.000200
478304228,-0.007354,-0.003921,0.000167
478324235,-0.007350,-0.003917,0.000109
478344224,-0.007383,-0.003895,0.000114
478364198,-0.007408,-0.003944,0.000027
478384195,-0.007417,-0.003915,0.000034
478384205,-0.007417,-0.003915,0.000034
478404198,-0.007452,-0.003891,0.000041
478424226,-0.007483,-0.003858,0.000047
478444205,-0.007522,-0.003843,0.000046
478464210,-0.007580,-0.003810,0.000078
478484222,-0.007650,-0.003794,0.000071
478504228,-0.007740,-0.003746,0.000111
478524268,-0.007740,-0.003746,0.000111
478544609,-0.007918,-0.003735,0.000091
478564321,-0.007931,-0.003715,0.000081
478584218,-0.007931,-0.003715,0.000081
478584237,-0.007931,-0.003715,0.000081
478604210,-0.008120,-0.003442,0.000354
478624207,-0.008120,-0.003442,0.000354
478644208,-0.008115,-0.003361,0.000400
478664202,-0.008161,-0.003314,0.000418
478684207,-0.008215,-0.003347,0.000365
478704209,-0.008256,-0.003306,0.000374
478724222,-0.008210,-0.003295,0.000316
478744211,-0.008248,-0.003255,0.000324
478764206,-0.008286,-0.003215,0.000331
478784199,-0.008324,-0.003174,0.000339
478784212,-0.008324,-0.003174,0.000339
478804212,-0.008221,-0.003319,0.000104
478824233,-0.008256,-0.003282,0.000106
478844216,-0.008291,-0.003246,0.000108
478864199,-0.008342,-0.003324,-0.000003
478884228,-0.008365,-0.003356,-0.000078
478904196,-0.008311,-0.003339,-0.000125
478924206,-0.008315,-0.003335,-0.000175
478944197,-0.008354,-0.003204,-0.000067
478964192,-0.008386,-0.003274,-0.000050
478984191,-0.008439,-0.003260,-0.000112
478984200,-0.008439,-0.003260,-0.000112
479004211,-0.008486,-0.003240,-0.000155
479024217,-0.008566,-0.003213,-0.000188
