TimeUS,PosX,PosY,PosZ,VelX,VelY,VelZ,AccX,AccY,AccZ
445624178,0.267546,-1.394614,2.030843,-0.419387,-0.082123,-0.005197,-0.046317,0.111760,-0.002787
445824189,0.183224,-1.405022,2.024288,-0.427169,-0.047833,-0.023120,-0.044596,0.125637,-0.023038
446024212,0.105534,-1.414384,2.023503,-0.410257,-0.029343,-0.014770,-0.017311,0.117758,-0.008472
446224171,0.025042,-1.423720,2.028017,-0.409944,-0.021112,0.003480,-0.014313,0.101888,0.012079
446424169,-0.059258,-1.424068,2.026564,-0.418148,0.004409,-0.000778,-0.019833,0.107424,0.004912
446624191,-0.142577,-1.420753,2.026150,-0.414494,0.026447,-0.000658,-0.009009,0.107598,0.004058
446824414,-0.217732,-1.412377,2.023787,-0.397061,0.050675,-0.006423,0.009778,0.110594,-0.003120
447024190,-0.303592,-1.399380,2.022821,-0.413858,0.074637,-0.005511,-0.010537,0.112616,-0.001169
447224168,-0.385516,-1.380996,2.021887,-0.412534,0.100663,-0.005304,-0.007290,0.116443,-0.000716
447424169,-0.467770,-1.355147,2.018374,-0.413777,0.133709,-0.012106,-0.007701,0.127126,-0.007733
447624182,-0.548831,-1.328862,2.020520,-0.407557,0.151269,-0.002330,0.002439,0.119032,0.003143
447824236,-0.624517,-1.299641,2.022028,-0.387846,0.164306,0.003893,0.023932,0.106769,0.009359
448024186,-0.699801,-1.263238,2.021612,-0.380367,0.190792,0.002050,0.025245,0.113091,0.005489
448224183,-0.775841,-1.221135,2.021184,-0.376515,0.218667,-0.000265,0.024048,0.119149,0.001263
448424164,-0.848453,-1.177060,2.022821,-0.364278,0.236514,0.004293,0.032894,0.112516,0.005672
448624192,-0.918112,-1.127862,2.021785,-0.349370,0.257252,-0.000397,0.042249,0.110266,-0.000751
448824167,-0.984393,-1.076555,2.022402,-0.333147,0.272679,0.001593,0.050690,0.103098,0.001648
449024188,-1.051896,-1.017733,2.023716,-0.327524,0.298887,0.004754,0.045447,0.109164,0.004802
449224175,-1.110935,-0.957447,2.022895,-0.303123,0.315530,0.001385,0.061821,0.103214,0.000742
449424176,-1.166801,-0.893580,2.023001,-0.280656,0.332091,0.001127,0.072867,0.098522,0.000384
449624189,-1.222825,-0.825860,2.026705,-0.267509,0.348058,0.010397,0.072575,0.093506,0.009931
449824208,-1.269464,-0.759183,2.028318,-0.237724,0.352919,0.010735,0.089134,0.078292,0.008308
450024215,-1.314771,-0.687074,2.030960,-0.219527,0.369223,0.013741,0.088913,0.079519,0.010028
450224196,-1.352503,-0.612090,2.029914,-0.189469,0.383776,0.004968,0.102156,0.078019,-0.001338
450424189,-1.388196,-0.535907,2.031225,-0.167884,0.390029,0.006369,0.102784,0.066990,0.000965
450624189,-1.421399,-0.456191,2.031084,-0.151678,0.403063,0.002866,0.098323,0.065641,-0.002780
450824211,-1.448756,-0.376412,2.030498,-0.128385,0.408588,-0.001028,0.102393,0.056982,-0.006562
451024185,-1.472379,-0.293923,2.032037,-0.108037,0.419388,0.003139,0.101867,0.057100,-0.000451
451224213,-1.486069,-0.220767,2.030840,-0.070683,0.395184,-0.001881,0.119826,0.018545,-0.005661
451424202,-1.501308,-0.138578,2.033332,-0.057437,0.406398,0.006637,0.107634,0.026467,0.005635
451624169,-1.509714,-0.054395,2.031878,-0.033300,0.417900,-0.000524,0.110462,0.032800,-0.003413
451824179,-1.512987,0.032313,2.029005,-0.007982,0.429572,-0.008351,0.113448,0.038602,-0.010814
452024183,-1.511727,0.116870,2.026300,0.016927,0.431117,-0.013814,0.116238,0.031890,-0.015112
452224197,-1.507883,0.200442,2.026725,0.035000,0.427427,-0.006989,0.110670,0.020417,-0.004418
452424190,-1.496393,0.284646,2.024911,0.063626,0.424336,-0.009044,0.117566,0.012890,-0.005888
452624169,-1.479588,0.367950,2.023802,0.092415,0.421538,-0.008264,0.123567,0.006862,-0.004013
452824190,-1.458850,0.451037,2.024958,0.116817,0.419732,-0.001392,0.123453,0.003866,0.003935
453024231,-1.433118,0.536058,2.024747,0.141402,0.423499,-0.000863,0.123477,0.007402,0.003481
453224170,-1.405500,0.614408,2.024967,0.157146,0.406904,0.001290,0.113716,-0.012003,0.005419
453424165,-1.370952,0.691643,2.023467,0.182034,0.392358,-0.003030,0.115880,-0.025897,-0.000505
453624217,-1.336291,0.770340,2.030195,0.189063,0.387524,0.022207,0.095334,-0.025661,0.030232
453824171,-1.291794,0.838773,2.024430,0.221221,0.360176,-0.001102,0.109263,-0.048434,-0.000810
454024180,-1.243893,0.912124,2.022712,0.247594,0.358029,-0.004840,0.114391,-0.039535,-0.004260
454224340,-1.194341,0.970012,2.014744,0.257830,0.315407,-0.016695,0.096727,-0.074954,-0.010268
454424219,-1.147316,1.034239,2.022441,0.260975,0.309303,0.011829,0.080509,-0.064468,0.022089
454624198,-1.090752,1.095954,2.022969,0.283687,0.297140,0.008669,0.086870,-0.065423,0.013070
454824265,-1.030078,1.156316,2.024806,0.304745,0.288160,0.011157,0.090078,-0.061015,0.013154
455024217,-0.966736,1.211495,2.026610,0.324970,0.272919,0.011982,0.092835,-0.064020,0.011295
455224261,-0.899232,1.260301,2.026141,0.344885,0.248221,0.006481,0.093963,-0.076350,0.003571
455424208,-0.826439,1.310631,2.028500,0.369037,0.240398,0.011329,0.099730,-0.067426,0.008972
455624181,-0.753562,1.353106,2.028155,0.379712,0.212099,0.002639,0.089236,-0.085039,-0.004050
455824175,-0.680981,1.389471,2.026968,0.382681,0.183377,-0.001810,0.072891,-0.097314,-0.007316
456024216,-0.603099,1.425754,2.030553,0.393386,0.168236,0.010862,0.068471,-0.090870,0.009911
456224185,-0.527029,1.450830,2.026750,0.395793,0.133889,-0.000535,0.056277,-0.106494,-0.001970
456424175,-0.453678,1.474031,2.029471,0.386541,0.108446,0.007040,0.033444,-0.111024,0.006570
456624192,-0.370119,1.488297,2.024273,0.408737,0.071824,-0.010999,0.050096,-0.126500,-0.014684
456824215,-0.292743,1.522332,2.057984,0.396670,0.114975,0.101750,0.023617,-0.047085,0.120393
457024173,-0.200092,1.521845,2.031862,0.436547,0.046055,-0.004158,0.061065,-0.109090,-0.015663
457224204,-0.114872,1.529045,2.030106,0.439079,0.024676,-0.008548,0.050327,-0.108600,-0.016664
457424182,-0.025839,1.528137,2.025526,0.449319,-0.008221,-0.020019,0.050262,-0.121281,-0.026172
457624163,0.061835,1.525725,2.026399,0.449169,-0.026322,-0.008293,0.038344,-0.113658,-0.006709
457824371,0.145934,1.518600,2.027657,0.437742,-0.048326,-0.001667,0.017286,-0.113181,0.001455
458024251,0.236406,1.526718,2.057616,0.444761,-0.018878,0.077362,0.020598,-0.059970,0.081827
458224167,0.315533,1.486438,2.028218,0.421479,-0.126688,-0.031908,-0.008056,-0.161174,-0.050453
458424171,0.398484,1.461714,2.025378,0.412435,-0.145857,-0.027468,-0.015821,-0.145562,-0.033528
458624205,0.480668,1.433866,2.022419,0.408498,-0.162305,-0.025068,-0.017150,-0.131358,-0.023634
458824180,0.560470,1.405501,2.023747,0.400512,-0.170432,-0.011413,-0.022204,-0.112282,-0.004321
459024175,0.640798,1.369845,2.022992,0.395321,-0.189547,-0.007054,-0.022554,-0.108152,0.001776
459224261,0.716334,1.331551,2.023218,0.382948,-0.207189,-0.002633,-0.030510,-0.104515,0.005907
459424180,0.791303,1.288020,2.023311,0.374032,-0.228420,-0.000452,-0.033541,-0.105065,0.006727
459624196,0.863613,1.240245,2.022028,0.360491,-0.248809,-0.003109,-0.042124,-0.103978,0.002204
459824243,0.930898,1.190191,2.022528,0.339644,-0.263723,0.000605,-0.056441,-0.097021,0.005907
460024178,0.996418,1.132352,2.021437,0.325628,-0.292899,-0.002051,-0.058847,-0.108162,0.001679
460224192,1.054814,1.076265,2.021905,0.298527,-0.300785,0.001665,-0.075234,-0.092830,0.006048
460424198,1.108530,1.017129,2.021607,0.270404,-0.310812,0.000680,-0.089674,-0.083298,0.003624
460624186,1.163126,0.952349,2.022591,0.257703,-0.330022,0.002247,-0.084872,-0.085960,0.003636
460824207,1.212667,0.882012,2.022855,0.239368,-0.353765,0.002430,-0.086706,-0.092461,0.003183
461024214,1.259955,0.805541,2.022810,0.225523,-0.383625,0.001261,-0.082358,-0.105479,0.001133
461224200,1.300267,0.730501,2.022547,0.200698,-0.394388,0.000480,-0.091044,-0.094557,0.000385
461424174,1.335961,0.653559,2.023448,0.176781,-0.402777,0.004527,-0.096024,-0.083364,0.005895
461624270,1.367251,0.579838,2.026012,0.149461,-0.390127,0.010301,-0.104932,-0.049696,0.011056
461824132,1.390180,0.507033,2.022333,0.116626,-0.384566,-0.003080,-0.116562,-0.034211,-0.005047
462024316,1.412403,0.426005,2.021512,0.097886,-0.402378,-0.003186,-0.110812,-0.047043,-0.003224
462224172,1.429550,0.345011,2.022404,0.073966,-0.407259,0.000335,-0.112203,-0.042547,0.001083
462424187,1.443748,0.263402,2.025777,0.056192,-0.414937,0.009918,-0.107145,-0.042392,0.011287
462624179,1.452641,0.175470,2.027507,0.034158,-0.435020,0.010573,-0.107822,-0.054957,0.009379
462824243,1.457413,0.092799,2.028471,0.012337,-0.430680,0.007884,-0.108422,-0.038494,0.003866
463024182,1.457869,0.005025,2.030313,-0.009316,-0.441018,0.008736,-0.108667,-0.041440,0.003648
463224183,1.453043,-0.077880,2.031395,-0.035021,-0.432276,0.005001,-0.114186,-0.023191,-0.002852
463424177,1.442104,-0.165101,2.032364,-0.062971,-0.436545,0.003919,-0.119969,-0.022736,-0.003794
463624173,1.426757,-0.248331,2.033308,-0.088513,-0.427208,0.002596,-0.122016,-0.006944,-0.005236
463824258,1.404870,-0.330763,2.031591,-0.117248,-0.419054,-0.004071,-0.126339,0.003862,-0.011111
464024196,1.378985,-0.414883,2.030975,-0.141798,-0.418441,-0.004872,-0.125265,0.003722,-0.009376
464224201,1.350915,-0.491575,2.030389,-0.158844,-0.399441,-0.004244,-0.116514,0.022685,-0.006096
464424222,1.314335,-0.572412,2.028183,-0.189559,-0.398281,-0.009848,-0.124823,0.019435,-0.011459
464624206,1.273668,-0.650692,2.027311,-0.212191,-0.384331,-0.008638,-0.121190,0.031138,-0.007820
464824224,1.235235,-0.719113,2.028469,-0.219509,-0.356849,-0.002727,-0.103654,0.053668,-0.000460
465024172,1.187845,-0.790044,2.027180,-0.244366,-0.348888,-0.004523,-0.108169,0.050038,-0.002038
465224205,1.138426,-0.856444,2.026050,-0.261901,-0.332143,-0.006136,-0.104071,0.057362,-0.003845
465424189,1.084813,-0.921282,2.026017,-0.279956,-0.318956,-0.003139,-0.101022,0.059170,0.000357
465624174,1.023687,-0.983948,2.023340,-0.308150,-0.306122,-0.008832,-0.109138,0.061061,-0.005887
465824265,0.961574,-1.042739,2.023065,-0.326158,-0.290658,-0.006220,-0.105644,0.064500,-0.002302
466024184,0.896343,-1.098711,2.023922,-0.341200,-0.275128,-0.000468,-0.099353,0.066949,0.004529
466224193,0.830342,-1.148299,2.023535,-0.348310,-0.250110,0.000039,-0.084958,0.079585,0.004560
466424198,0.757959,-1.195467,2.022891,-0.367575,-0.230488,-0.001072,-0.087019,0.083695,0.002405
466624234,0.681948,-1.238699,2.020882,-0.383865,-0.207222,-0.007246,-0.084799,0.091802,-0.005851
466824180,0.610422,-1.273966,2.019701,-0.381966,-0.177408,-0.006851,-0.064853,0.103660,-0.003807
467024172,0.537358,-1.305695,2.018069,-0.383725,-0.153114,-0.007748,-0.053988,0.106675,-0.003646
467224201,0.460139,-1.333840,2.015010,-0.391657,-0.129847,-0.013131,-0.051330,0.108609,-0.009134
467424199,0.380517,-1.358809,2.013656,-0.402625,-0.111221,-0.011034,-0.052100,0.105386,-0.004994
467624183,0.295013,-1.381308,2.012630,-0.420371,-0.095717,-0.008468,-0.059598,0.098985,-0.001199
467824197,0.210031,-1.397115,2.009786,-0.430679,-0.071990,-0.011765,-0.057816,0.103087,-0.004444
468024218,0.123931,-1.408562,2.009125,-0.438964,-0.051361,-0.003920,-0.054308,0.101399,0.007538
468224178,0.040720,-1.413588,2.007060,-0.433538,-0.022276,-0.005976,-0.036478,0.110799,0.003941
468424206,-0.046717,-1.416209,2.009365,-0.440764,-0.000651,0.003949,-0.036413,0.110578,0.013509
468624189,-0.130079,-1.411838,2.008205,-0.430493,0.028024,0.000256,-0.016058,0.117739,0.006517
468824221,-0.212530,-1.403415,2.009702,-0.423067,0.052504,0.005846,-0.004943,0.118467,0.011590
469024175,-0.305118,-1.387549,2.009205,-0.444593,0.084397,0.003105,-0.027775,0.127089,0.006262
469224174,-0.383441,-1.370914,2.010556,-0.418399,0.101778,0.006252,0.006803,0.118229,0.008488
469424393,-0.464184,-1.346890,2.008767,-0.409519,0.129609,-0.001820,0.014482,0.123099,-0.002554
469624185,-0.547267,-1.321211,2.011119,-0.403687,0.144553,0.005744,0.018823,0.111549,0.006415
469824178,-0.623453,-1.292645,2.013793,-0.388612,0.160125,0.010575,0.030805,0.104588,0.009991
470024252,-0.700235,-1.256703,2.014748,-0.382667,0.186597,0.009306,0.029783,0.110875,0.006861
470224204,-0.773970,-1.217455,2.016164,-0.365470,0.205540,0.009005,0.041346,0.106776,0.005098
470424201,-0.845794,-1.174857,2.015455,-0.356255,0.224498,0.003269,0.042145,0.103812,-0.001817
470624209,-0.913142,-1.128350,2.012072,-0.338167,0.243049,-0.008420,0.053298,0.100805,-0.014086
470824238,-0.980381,-1.077249,2.010545,-0.326644,0.262793,-0.009937,0.054291,0.099989,-0.012644
471024214,-1.045994,-1.022145,2.010437,-0.320529,0.285208,-0.006272,0.048539,0.103200,-0.005796
471224190,-1.103362,-0.967456,2.011433,-0.293947,0.293229,-0.000883,0.067233,0.089434,0.001200
471424164,-1.158452,-0.904757,2.010619,-0.273751,0.318656,-0.003477,0.074655,0.098461,-0.002602
471624210,-1.213819,-0.837281,2.013650,-0.264272,0.342193,0.007257,0.069002,0.101906,0.009998
471824252,-1.260558,-0.770939,2.014470,-0.236580,0.350033,0.006927,0.084402,0.087695,0.007517
472024183,-1.307242,-0.696151,2.015552,-0.223300,0.377514,0.006886,0.080093,0.099437,0.005642
472224236,-1.347725,-0.620942,2.015897,-0.198436,0.390165,0.003429,0.089986,0.091912,-0.000275
472424203,-1.380866,-0.552666,2.016829,-0.164952,0.374230,0.002087,0.108188,0.053668,-0.003045
472624193,-1.411904,-0.481469,2.018568,-0.143162,0.369665,0.005414,0.108382,0.036321,0.001311
472824232,-1.440240,-0.402244,2.019478,-0.127049,0.390194,0.005526,0.102172,0.050959,0.001402
473024208,-1.464431,-0.315591,2.019669,-0.108642,0.421682,0.002897,0.100190,0.073912,-0.001930
473224444,-1.484265,-0.232557,2.021352,-0.088308,0.426746,0.005568,0.100333,0.063273,0.001311
473424179,-1.496895,-0.149883,2.017579,-0.059790,0.428240,-0.007930,0.109496,0.050985,-0.013517
473624264,-1.508472,-0.065898,2.017341,-0.041990,0.429512,-0.007161,0.105732,0.040418,-0.010493
473824248,-1.516321,0.018075,2.019483,-0.025750,0.428756,0.002364,0.099959,0.030291,0.002841
474024217,-1.515799,0.105148,2.018487,0.004929,0.436990,-0.001731,0.111766,0.032741,-0.002461
474224213,-1.510816,0.189879,2.019030,0.033009,0.434237,-0.000483,0.118505,0.022713,-0.001220
474424192,-1.499530,0.278293,2.018279,0.064309,0.440591,-0.004116,0.127370,0.024989,-0.006051
474624204,-1.487662,0.360328,2.022838,0.079161,0.425720,0.010818,0.115418,0.002553,0.011881
474824193,-1.466849,0.442828,2.022256,0.109951,0.419698,0.004698,0.123877,-0.003750,0.002645
475024218,-1.441118,0.530340,2.023576,0.138626,0.430014,0.006141,0.128339,0.008774,0.003619
475224204,-1.412639,0.608003,2.023319,0.158819,0.404243,0.001383,0.122346,-0.021653,-0.003050
475424185,-1.382044,0.685375,2.024870,0.174205,0.392588,0.003797,0.113270,-0.028694,-0.000253
475624237,-1.338793,0.763352,2.017738,0.213358,0.382206,-0.019963,0.131000,-0.035248,-0.026975
475824224,-1.302834,0.836974,2.024476,0.216156,0.367440,0.001687,0.107632,-0.044760,-0.000880
476024289,-1.254912,0.906782,2.019979,0.245690,0.351899,-0.012208,0.116881,-0.051076,-0.015858
476224238,-1.200752,0.973532,2.014517,0.278019,0.334553,-0.024060,0.127554,-0.058644,-0.025991
476424404,-1.138639,1.030342,1.998614,0.320085,0.294561,-0.068937,0.149251,-0.091280,-0.075764
476624279,-1.093803,1.103011,2.023673,0.296281,0.313369,0.015824,0.096983,-0.055672,0.023270
476824246,-1.031329,1.158464,2.021804,0.318877,0.284577,0.004358,0.100160,-0.075141,0.005353
477024263,-0.959546,1.208640,2.009761,0.356303,0.245528,-0.040886,0.120819,-0.105810,-0.051695
477224208,-0.885859,1.252901,1.997646,0.379198,0.219371,-0.055470,0.118666,-0.109567,-0.053890
477424173,-0.825385,1.312058,2.019679,0.358823,0.243963,0.022556,0.074471,-0.060848,0.037695
477624206,-0.748734,1.358497,2.023136,0.381344,0.226017,0.023576,0.082012,-0.068292,0.029656
477824199,-0.680635,1.404901,2.040107,0.367615,0.224791,0.070360,0.047737,-0.051235,0.079325
478024227,-0.616833,1.422440,2.029213,0.344859,0.139116,0.011510,0.013711,-0.131484,-0.001110
478224183,-0.536143,1.446902,2.023323,0.380958,0.113314,-0.008928,0.050574,-0.129219,-0.021087
478424194,-0.454429,1.473484,2.024787,0.401029,0.105712,-0.002341,0.060377,-0.108960,-0.009057
478624213,-0.367857,1.491576,2.019204,0.427559,0.079561,-0.020003,0.075955,-0.114979,-0.027558
478824174,-0.285268,1.511425,2.021495,0.429701,0.074523,-0.005303,0.061454,-0.095264,-0.005024
479024240,-0.199124,1.530133,2.026395,0.440071,0.070138,0.009403,0.060098,-0.080190,0.011222
479224259,-0.115193,1.537691,2.026649,0.435710,0.040005,0.006090,0.041835,-0.095532,0.005026
479424167,-0.028407,1.537724,2.022405,0.439681,0.002536,-0.010038,0.036340,-0.116262,-0.014482
479624333,0.058499,1.534951,2.022155,0.440177,-0.023213,-0.007128,0.028058,-0.118804,-0.008223
479824206,0.146375,1.529634,2.025661,0.442879,-0.042639,0.004659,0.024267,-0.114432,0.005682
480024187,0.235585,1.514720,2.023256,0.448572,-0.076919,-0.003988,0.025410,-0.126577,-0.004825
480224163,0.320090,1.495496,2.022239,0.435655,-0.105768,-0.005033,0.005428,-0.130240,-0.004683
480424200,0.400264,1.474104,2.022519,0.416256,-0.125823,-0.003227,-0.017111,-0.124196,-0.002477
480624169,0.483380,1.448539,2.023636,0.412946,-0.143712,0.002260,-0.017329,-0.115921,0.004622
480824197,0.563469,1.416650,2.020378,0.401712,-0.168547,-0.007227,-0.025866,-0.117372,-0.006426
481024836,0.643163,1.378970,2.017968,0.396676,-0.197351,-0.011354,-0.024882,-0.123772,-0.009852
481224203,0.713292,1.341095,2.016087,0.367555,-0.210874,-0.011667,-0.051217,-0.111668,-0.008062
481424183,0.786651,1.295509,2.012371,0.360851,-0.236874,-0.016377,-0.046612,-0.115902,-0.011189
481624165,0.857852,1.247717,2.011308,0.350743,-0.254441,-0.011763,-0.047887,-0.109660,-0.003769
481824188,0.923338,1.196499,2.011026,0.330392,-0.271093,-0.006460,-0.059773,-0.103954,0.002760
482024198,0.988409,1.138719,2.009774,0.319250,-0.296755,-0.006451,-0.058478,-0.109832,0.001819
482224303,1.049565,1.078673,2.008400,0.302477,-0.314244,-0.006867,-0.064415,-0.104876,0.000675
482424177,1.104169,1.019651,2.008470,0.276091,-0.318153,-0.002994,-0.079444,-0.086115,0.004520
482624216,1.158299,0.954162,2.007447,0.260686,-0.334728,-0.003580,-0.079467,-0.084777,0.002856
482824163,1.207630,0.887660,2.008082,0.240342,-0.345763,-0.000566,-0.084990,-0.078414,0.004698
483024185,1.253202,0.814082,2.007543,0.221136,-0.369240,-0.000305,-0.087366,-0.086666,0.004505
483224181,1.289049,0.746559,2.006833,0.184900,-0.363783,-0.001520,-0.107583,-0.062117,0.002165
483424211,1.324292,0.671005,2.006634,0.164610,-0.380920,-0.001026,-0.106199,-0.067428,0.002180
483624168,1.357333,0.591725,2.007681,0.148732,-0.398518,0.001809,-0.101059,-0.071332,0.004074
483824202,1.387049,0.511787,2.010139,0.132050,-0.404425,0.008336,-0.097253,-0.061060,0.010270
484024197,1.408734,0.428745,2.009428,0.104941,-0.421025,0.002801,-0.105457,-0.067003,0.001810
484224179,1.426529,0.345776,2.009548,0.080970,-0.426688,0.002230,-0.108451,-0.058276,0.001089
484424191,1.441749,0.262353,2.011009,0.061298,-0.422641,0.005454,-0.105701,-0.040044,0.004496
484624185,1.452708,0.178457,2.012912,0.042845,-0.424514,0.009191,-0.102490,-0.031954,0.008150
484824190,1.456380,0.109187,2.013349,0.014698,-0.381529,0.007120,-0.110457,0.023662,0.004592
485024188,1.454803,0.055697,2.011594,-0.013199,-0.316999,-0.000719,-0.115898,0.084718,-0.004579
485224183,1.453000,-0.019965,2.011860,-0.027737,-0.341440,-0.000483,-0.106719,0.038528,-0.003519
485424183,1.445572,-0.104535,2.010625,-0.048458,-0.381774,-0.004154,-0.106116,-0.013416,-0.006718
485624178,1.432435,-0.197005,2.010231,-0.073955,-0.425895,-0.004937,-0.111033,-0.057455,-0.006835
485824185,1.414659,-0.277728,2.008791,-0.098074,-0.419786,-0.007324,-0.112929,-0.037159,-0.008014
486024198,1.395360,-0.354764,2.009336,-0.113753,-0.406549,-0.002938,-0.105692,-0.015425,-0.001613
486224186,1.371792,-0.429413,2.010035,-0.130981,-0.388125,0.000400,-0.101340,0.008302,0.002344
486424173,1.346201,-0.497393,2.011078,-0.143277,-0.359124,0.003971,-0.092362,0.038285,0.006038
486624206,1.316899,-0.564891,2.011805,-0.157328,-0.341809,0.005970,-0.086856,0.048456,0.007819
486824194,1.278749,-0.637553,2.009038,-0.188542,-0.348120,-0.003253,-0.101865,0.030026,-0.003305
487024168,1.235816,-0.712821,2.008557,-0.217960,-0.360605,-0.002812,-0.111673,0.009429,-0.001806
487224167,1.195583,-0.777897,2.007863,-0.223898,-0.339207,-0.002912,-0.093464,0.030704,-0.001151
487424193,1.152202,-0.839210,2.007103,-0.230949,-0.313110,-0.002714,-0.080204,0.052237,-0.000119
487624171,1.100017,-0.904372,2.008275,-0.258949,-0.312504,0.002615,-0.092857,0.041766,0.006030
487824176,1.045164,-0.964602,2.009464,-0.279936,-0.299694,0.006194,-0.094799,0.046884,0.009172
488024180,0.985344,-1.023103,2.010692,-0.302722,-0.287786,0.007908,-0.098385,0.049531,0.009318
488224169,0.927704,-1.074108,2.012784,-0.308184,-0.261670,0.010636,-0.082699,0.067412,0.010226
488424207,0.871174,-1.119577,2.014435,-0.305237,-0.231752,0.009944,-0.061345,0.085705,0.006732
488624183,0.812898,-1.160953,2.014688,-0.307214,-0.206330,0.006457,-0.050841,0.094109,0.001760
488824257,0.748011,-1.203723,2.017613,-0.322986,-0.196900,0.012037,-0.056677,0.083399,0.007948
489024170,0.677587,-1.244918,2.019548,-0.348621,-0.190773,0.012063,-0.072843,0.071482,0.006425
489224184,0.608382,-1.279533,2.018688,-0.357556,-0.171496,0.005019,-0.066747,0.076202,-0.001752
489424171,0.534591,-1.312983,2.019033,-0.372769,-0.158081,0.003881,-0.068323,0.074207,-0.001934
489624200,0.461244,-1.339795,2.019038,-0.378174,-0.134175,0.002971,-0.058694,0.083822,-0.001455
489824167,0.387772,-1.362942,2.021073,-0.377548,-0.110122,0.006186,-0.044705,0.092032,0.001882
490024255,0.306974,-1.382991,2.022246,-0.399612,-0.091824,0.006790,-0.059694,0.091456,0.002474
490224172,0.224808,-1.398663,2.021991,-0.415021,-0.071626,0.003043,-0.063798,0.093162,-0.001823
490424348,0.139620,-1.412773,2.024129,-0.430591,-0.058767,0.008764,-0.067158,0.086019,0.006009
490624228,0.051180,-1.421786,2.026020,-0.442095,-0.038022,0.010437,-0.063629,0.089764,0.006828
490824175,-0.034852,-1.424729,2.029227,-0.444032,-0.011277,0.013948,-0.051627,0.099749,0.008756
491024179,-0.124823,-1.421502,2.032486,-0.455251,0.018673,0.016447,-0.052924,0.110708,0.009495
491224198,-0.204322,-1.412065,2.031271,-0.426310,0.049846,0.005375,-0.008400,0.119837,-0.004402
491424183,-0.285275,-1.400618,2.031890,-0.416460,0.071176,0.003243,0.003336,0.116947,-0.005893
491624177,-0.368878,-1.382746,2.029334,-0.414925,0.097639,-0.006214,0.005623,0.119836,-0.014522
491824211,-0.451355,-1.360734,2.027420,-0.411950,0.123316,-0.012270,0.007924,0.122727,-0.019407
492024169,-0.537458,-1.335711,2.028732,-0.422857,0.142620,-0.004654,-0.006639,0.117498,-0.007115
492224195,-0.619123,-1.306053,2.028491,-0.415713,0.162639,-0.003170,0.002441,0.113690,-0.003549
492424190,-0.697084,-1.270430,2.025588,-0.397012,0.185472,-0.008450,0.021748,0.112889,-0.007438
492624202,-0.773453,-1.230546,2.024207,-0.385252,0.208398,-0.007342,0.029858,0.112493,-0.003765
492824188,-0.846933,-1.185481,2.020386,-0.371971,0.234940,-0.014881,0.037061,0.117419,-0.011345
493024321,-0.920082,-1.135620,2.017519,-0.361326,0.258578,-0.015697,0.040707,0.117076,-0.009420
493224174,-0.988170,-1.085645,2.017144,-0.344041,0.269799,-0.008496,0.050364,0.103400,0.000951
493424178,-1.050727,-1.030172,2.013623,-0.318974,0.289391,-0.013752,0.066744,0.102544,-0.005115
493624188,-1.109470,-0.972357,2.013947,-0.294422,0.303028,-0.005523,0.079199,0.094580,0.005111
493825910,-1.168907,-0.906917,2.014069,-0.283751,0.328942,-0.000761,0.073040,0.102027,0.009525
494024195,-1.215327,-0.847162,2.012255,-0.245620,0.328706,-0.004819,0.098595,0.080317,0.002565
494224171,-1.262978,-0.779228,2.010347,-0.226322,0.344773,-0.006732,0.097625,0.080188,0.000186
494424168,-1.307601,-0.709243,2.009976,-0.209976,0.359064,-0.004240,0.094513,0.078223,0.002666
494624176,-1.350190,-0.634239,2.010774,-0.197173,0.378301,0.000343,0.088522,0.081415,0.006767
494824237,-1.387960,-0.554498,2.010850,-0.178854,0.399621,0.001837,0.088704,0.086970,0.007251
495024182,-1.418675,-0.476789,2.009944,-0.151562,0.405613,-0.000851,0.099287,0.074432,0.002642
495224167,-1.444340,-0.404489,2.010544,-0.123968,0.392519,0.000813,0.107833,0.044920,0.003236
495424184,-1.467553,-0.322473,2.011052,-0.103820,0.409019,0.002065,0.106181,0.053691,0.003739
495624175,-1.485627,-0.241204,2.012516,-0.080168,0.411477,0.005736,0.109054,0.042836,0.007019
495824170,-1.497032,-0.166339,2.012270,-0.051187,0.396135,0.002162,0.117004,0.016587,0.001177
496024253,-1.506965,-0.082974,2.014878,-0.033430,0.408155,0.008960,0.110004,0.027254,0.008685
496224168,-1.510457,-0.008181,2.016091,-0.007958,0.392465,0.007966,0.114244,0.004163,0.005276
496424184,-1.511029,0.076743,2.019146,0.011431,0.412373,0.012408,0.110546,0.025634,0.008671
496624199,-1.509702,0.162082,2.024275,0.024554,0.419808,0.021042,0.100454,0.027032,0.016105
496824188,-1.496207,0.247206,2.019196,0.062741,0.427323,-0.001784,0.119799,0.029546,-0.011455
497024299,-1.482378,0.334874,2.021644,0.083550,0.436620,0.004503,0.116383,0.032389,-0.002158
497224211,-1.463106,0.415961,2.021873,0.106797,0.420685,0.002591,0.115889,0.007986,-0.003554
497424199,-1.439677,0.494443,2.021713,0.128388,0.405625,0.001084,0.113573,-0.010212,-0.003787
497624275,-1.411984,0.574516,2.021852,0.149982,0.399262,0.000385,0.112087,-0.016244,-0.003696
497824190,-1.378132,0.652018,2.020538,0.176350,0.390389,-0.003421,0.115988,-0.022057,-0.006567
498024261,-1.340524,0.728049,2.022022,0.199989,0.383021,0.002436,0.116726,-0.024195,0.001677
